source,sample_id,image_path,gesture,mst_score,mst_proxy_from_race,mst_proxy_range,race,gender,age,hand_scale,landmark_source
hagrid,e56c0fff-bd6e-4120-a565-218797dddcc3,datasets/hagrid_dataset/palm/e56c0fff-bd6e-4120-a565-218797dddcc3.jpg,palm,5.0,2.0,1-3,White,female,15.25,,mediapipe_2d
hagrid,cd03790d-0db7-466c-9010-bbc788ec509d,datasets/hagrid_dataset/palm/cd03790d-0db7-466c-9010-bbc788ec509d.jpg,palm,6.0,2.0,1-3,White,female,14.31,,mediapipe_2d
hagrid,e6db1113-237e-4bfa-8f34-28899a4abb1f,datasets/hagrid_dataset/palm/e6db1113-237e-4bfa-8f34-28899a4abb1f.jpg,palm,4.0,2.0,1-3,White,male,17.06,,mediapipe_2d
hagrid,3ff291f1-366c-44bb-83b3-7aa2dfc0da2b,datasets/hagrid_dataset/palm/3ff291f1-366c-44bb-83b3-7aa2dfc0da2b.jpg,palm,5.0,4.0,2-5,Asian,female,28.19,,mediapipe_2d
hagrid,1278d878-5065-4fb8-876b-64fa8b3cbba6,datasets/hagrid_dataset/palm/1278d878-5065-4fb8-876b-64fa8b3cbba6.jpg,palm,4.0,2.0,1-3,White,female,17.8,,mediapipe_2d
hagrid,c2cc35c6-a2c8-4402-8429-ce42e2247766,datasets/hagrid_dataset/palm/c2cc35c6-a2c8-4402-8429-ce42e2247766.jpg,palm,6.0,2.0,1-3,White,female,27.17,,mediapipe_2d
hagrid,9adc4842-8002-42a5-8513-0f83be8ca81e,datasets/hagrid_dataset/palm/9adc4842-8002-42a5-8513-0f83be8ca81e.jpg,palm,7.0,2.0,1-3,White,female,17.75,,mediapipe_2d
hagrid,043fe271-881e-4be0-a31d-6b4a51c51e4e,datasets/hagrid_dataset/palm/043fe271-881e-4be0-a31d-6b4a51c51e4e.jpg,palm,4.0,5.0,4-6,Indian,male,21.38,,mediapipe_2d
hagrid,b64354ad-11e6-46ca-9c35-63fec51f8a1d,datasets/hagrid_dataset/palm/b64354ad-11e6-46ca-9c35-63fec51f8a1d.jpg,palm,7.0,2.0,1-3,White,female,22.25,,mediapipe_2d
hagrid,18416919-5cf0-4d98-8452-ba7a98921d53,datasets/hagrid_dataset/palm/18416919-5cf0-4d98-8452-ba7a98921d53.jpg,palm,4.0,2.0,1-3,White,female,16.4,,mediapipe_2d
hagrid,260ea354-b42e-4b14-b5b6-b5f807eae8f3,datasets/hagrid_dataset/palm/260ea354-b42e-4b14-b5b6-b5f807eae8f3.jpg,palm,7.0,2.0,1-3,White,male,37.52,,mediapipe_2d
hagrid,154c63ef-81cf-4995-bfbf-ce530df8e490,datasets/hagrid_dataset/palm/154c63ef-81cf-4995-bfbf-ce530df8e490.jpg,palm,8.0,2.0,1-3,White,male,28.53,,mediapipe_2d
hagrid,64fd4df6-cd6a-46e3-9495-b2a0a924179e,datasets/hagrid_dataset/palm/64fd4df6-cd6a-46e3-9495-b2a0a924179e.jpg,palm,4.0,2.0,1-3,White,male,23.58,,mediapipe_2d
hagrid,c227f91a-e2bf-42b2-99ef-dd85b0a2d254,datasets/hagrid_dataset/palm/c227f91a-e2bf-42b2-99ef-dd85b0a2d254.jpg,palm,6.0,2.0,1-3,White,female,18.6,,mediapipe_2d
hagrid,ba2397be-ab48-457e-bf3e-37e119ff1575,datasets/hagrid_dataset/palm/ba2397be-ab48-457e-bf3e-37e119ff1575.jpg,palm,8.0,2.0,1-3,White,male,15.92,,mediapipe_2d
hagrid,c56ca903-ad1f-40ff-80ac-fc378e73b6f0,datasets/hagrid_dataset/palm/c56ca903-ad1f-40ff-80ac-fc378e73b6f0.jpg,palm,7.0,2.0,1-3,White,male,15.46,,mediapipe_2d
hagrid,6432254c-62a7-4b5e-ae98-7d45721bff84,datasets/hagrid_dataset/palm/6432254c-62a7-4b5e-ae98-7d45721bff84.jpg,palm,4.0,2.0,1-3,White,female,14.88,,mediapipe_2d
hagrid,fe52f958-5dda-42ca-ad46-8a1d100efb80,datasets/hagrid_dataset/palm/fe52f958-5dda-42ca-ad46-8a1d100efb80.jpg,palm,8.0,2.0,1-3,White,female,22.8,,mediapipe_2d
hagrid,95a07774-39d8-4e14-b9b3-6d797eccc4c0,datasets/hagrid_dataset/palm/95a07774-39d8-4e14-b9b3-6d797eccc4c0.jpg,palm,6.0,2.0,1-3,White,male,17.8,,mediapipe_2d
hagrid,22f327bd-938c-45a4-bb1d-0213d40f65d7,datasets/hagrid_dataset/palm/22f327bd-938c-45a4-bb1d-0213d40f65d7.jpg,palm,7.0,2.0,1-3,White,female,14.88,,mediapipe_2d
hagrid,36087c52-3a04-41d6-82fa-953ad9230d00,datasets/hagrid_dataset/palm/36087c52-3a04-41d6-82fa-953ad9230d00.jpg,palm,6.0,2.0,1-3,White,female,26.57,,mediapipe_2d
hagrid,01bfb632-b7ae-44ef-acf1-7fa6be0e03b7,datasets/hagrid_dataset/palm/01bfb632-b7ae-44ef-acf1-7fa6be0e03b7.jpg,palm,5.0,2.0,1-3,White,female,14.26,,mediapipe_2d
hagrid,35db92b9-6680-4f6c-a8de-68c5da1b6e52,datasets/hagrid_dataset/palm/35db92b9-6680-4f6c-a8de-68c5da1b6e52.jpg,palm,5.0,2.0,1-3,White,male,43.35,,mediapipe_2d
hagrid,d2643c5e-c99a-4c5f-a4df-edf9b1ea631a,datasets/hagrid_dataset/palm/d2643c5e-c99a-4c5f-a4df-edf9b1ea631a.jpg,palm,4.0,,,,female,34.09,,mediapipe_2d
hagrid,aa09ca2c-0ebc-4319-9f42-85cc60777106,datasets/hagrid_dataset/palm/aa09ca2c-0ebc-4319-9f42-85cc60777106.jpg,palm,7.0,2.0,1-3,White,female,18.03,,mediapipe_2d
hagrid,4d758a59-4237-442e-97e7-4d9be70290ad,datasets/hagrid_dataset/palm/4d758a59-4237-442e-97e7-4d9be70290ad.jpg,palm,7.0,2.0,1-3,White,female,30.18,,mediapipe_2d
hagrid,f38b34c3-33f7-496e-8765-a16a82f46e8b,datasets/hagrid_dataset/palm/f38b34c3-33f7-496e-8765-a16a82f46e8b.jpg,palm,6.0,4.0,2-5,Asian,female,42.18,,mediapipe_2d
hagrid,a16eeacb-fb5a-41ea-8a78-dd24c02b3896,datasets/hagrid_dataset/palm/a16eeacb-fb5a-41ea-8a78-dd24c02b3896.jpg,palm,6.0,4.0,2-5,Asian,female,17.66,,mediapipe_2d
hagrid,7579f8ba-9195-4b57-9331-abb3a41a5359,datasets/hagrid_dataset/palm/7579f8ba-9195-4b57-9331-abb3a41a5359.jpg,palm,6.0,,,,female,28.19,,mediapipe_2d
hagrid,9d2e625c-231c-4731-9f45-8a4408bdc718,datasets/hagrid_dataset/palm/9d2e625c-231c-4731-9f45-8a4408bdc718.jpg,palm,7.0,2.0,1-3,White,male,34.64,,mediapipe_2d
hagrid,3f8344e1-fb92-498e-8c92-d8b32375281e,datasets/hagrid_dataset/palm/3f8344e1-fb92-498e-8c92-d8b32375281e.jpg,palm,4.0,,,,female,22.64,,mediapipe_2d
hagrid,f04ff2b5-d352-4afb-9f05-62ed9c4af7ac,datasets/hagrid_dataset/palm/f04ff2b5-d352-4afb-9f05-62ed9c4af7ac.jpg,palm,4.0,2.0,1-3,White,male,24.98,,mediapipe_2d
hagrid,1e52f071-9745-4c37-baac-7a833e3dc26c,datasets/hagrid_dataset/palm/1e52f071-9745-4c37-baac-7a833e3dc26c.jpg,palm,4.0,2.0,1-3,White,female,18.97,,mediapipe_2d
hagrid,c517a606-8dae-4c9d-9726-77a174d3dbab,datasets/hagrid_dataset/palm/c517a606-8dae-4c9d-9726-77a174d3dbab.jpg,palm,5.0,2.0,1-3,White,male,37.55,,mediapipe_2d
hagrid,042dc1dd-587c-40da-94fc-ba80813672de,datasets/hagrid_dataset/palm/042dc1dd-587c-40da-94fc-ba80813672de.jpg,palm,7.0,5.0,4-6,Indian,male,26.08,,mediapipe_2d
hagrid,cb70a604-42d9-47ab-8b66-ac9caeaf0840,datasets/hagrid_dataset/palm/cb70a604-42d9-47ab-8b66-ac9caeaf0840.jpg,palm,5.0,4.0,2-5,Asian,male,26.29,,mediapipe_2d
hagrid,7b05bc63-ace1-409d-8571-276cf4097b66,datasets/hagrid_dataset/palm/7b05bc63-ace1-409d-8571-276cf4097b66.jpg,palm,6.0,2.0,1-3,White,male,20.97,,mediapipe_2d
hagrid,81492bce-8f3d-48e1-a9f9-4530e1ad21f0,datasets/hagrid_dataset/palm/81492bce-8f3d-48e1-a9f9-4530e1ad21f0.jpg,palm,7.0,2.0,1-3,White,male,22.07,,mediapipe_2d
hagrid,8b99871d-1fde-4c10-9232-dd25735977f9,datasets/hagrid_dataset/palm/8b99871d-1fde-4c10-9232-dd25735977f9.jpg,palm,6.0,2.0,1-3,White,female,29.08,,mediapipe_2d
hagrid,e8d984f3-6667-41dc-96c8-dc29453d65ee,datasets/hagrid_dataset/palm/e8d984f3-6667-41dc-96c8-dc29453d65ee.jpg,palm,6.0,5.0,4-6,Indian,male,36.02,,mediapipe_2d
hagrid,7086b23c-ff61-4983-abae-3055c1328704,datasets/hagrid_dataset/palm/7086b23c-ff61-4983-abae-3055c1328704.jpg,palm,4.0,2.0,1-3,White,female,31.9,,mediapipe_2d
hagrid,4fe22c40-68f7-4ade-823c-90c389fae743,datasets/hagrid_dataset/palm/4fe22c40-68f7-4ade-823c-90c389fae743.jpg,palm,5.0,2.0,1-3,White,male,33.12,,mediapipe_2d
hagrid,2714051b-a1d5-4bb6-8de6-954c3711ee69,datasets/hagrid_dataset/palm/2714051b-a1d5-4bb6-8de6-954c3711ee69.jpg,palm,6.0,2.0,1-3,White,female,21.65,,mediapipe_2d
hagrid,fd7de023-cf77-4e33-916a-7bae297a61f6,datasets/hagrid_dataset/palm/fd7de023-cf77-4e33-916a-7bae297a61f6.jpg,palm,4.0,2.0,1-3,White,female,19.34,,mediapipe_2d
hagrid,39a9c5db-a86c-4a03-b658-039549edc7cc,datasets/hagrid_dataset/palm/39a9c5db-a86c-4a03-b658-039549edc7cc.jpg,palm,6.0,2.0,1-3,White,female,33.38,,mediapipe_2d
hagrid,4d10a4ff-67ce-45fc-95b1-e527cc381de3,datasets/hagrid_dataset/palm/4d10a4ff-67ce-45fc-95b1-e527cc381de3.jpg,palm,5.0,2.0,1-3,White,male,25.65,,mediapipe_2d
hagrid,561231ca-eb6d-4d05-a8aa-a545e058ba06,datasets/hagrid_dataset/palm/561231ca-eb6d-4d05-a8aa-a545e058ba06.jpg,palm,6.0,2.0,1-3,White,male,27.21,,mediapipe_2d
hagrid,dc74dbff-1620-472f-ab5b-7ad538fe8bc3,datasets/hagrid_dataset/palm/dc74dbff-1620-472f-ab5b-7ad538fe8bc3.jpg,palm,6.0,2.0,1-3,White,female,35.39,,mediapipe_2d
hagrid,38a3146b-20f3-4a59-b232-938534de5a31,datasets/hagrid_dataset/palm/38a3146b-20f3-4a59-b232-938534de5a31.jpg,palm,7.0,2.0,1-3,White,male,28.89,,mediapipe_2d
hagrid,fead5fed-87c3-44f6-9625-8de80331a7b1,datasets/hagrid_dataset/palm/fead5fed-87c3-44f6-9625-8de80331a7b1.jpg,palm,4.0,2.0,1-3,White,male,31.87,,mediapipe_2d
hagrid,ec380442-7c1b-4f48-bbf8-b032fe5cd938,datasets/hagrid_dataset/palm/ec380442-7c1b-4f48-bbf8-b032fe5cd938.jpg,palm,5.0,2.0,1-3,White,female,14.98,,mediapipe_2d
hagrid,f256c085-6583-42b1-bf23-767d8b4ea112,datasets/hagrid_dataset/palm/f256c085-6583-42b1-bf23-767d8b4ea112.jpg,palm,5.0,2.0,1-3,White,male,20.76,,mediapipe_2d
hagrid,29b87b16-1c85-41a9-97bd-d4ff3c80fdb4,datasets/hagrid_dataset/palm/29b87b16-1c85-41a9-97bd-d4ff3c80fdb4.jpg,palm,7.0,2.0,1-3,White,male,51.04,,mediapipe_2d
hagrid,a0bfae13-7999-4b15-8296-ea5953273cc8,datasets/hagrid_dataset/palm/a0bfae13-7999-4b15-8296-ea5953273cc8.jpg,palm,8.0,2.0,1-3,White,male,19.77,,mediapipe_2d
hagrid,53e1386d-79f4-45ed-b44a-21a8da6926ba,datasets/hagrid_dataset/palm/53e1386d-79f4-45ed-b44a-21a8da6926ba.jpg,palm,7.0,2.0,1-3,White,male,26.93,,mediapipe_2d
hagrid,cb2e5631-4646-42f7-aac6-2aa1fc21a54b,datasets/hagrid_dataset/palm/cb2e5631-4646-42f7-aac6-2aa1fc21a54b.jpg,palm,7.0,4.0,2-5,Asian,male,30.71,,mediapipe_2d
hagrid,ddf82ecf-62f0-4ba1-a13a-121719edb620,datasets/hagrid_dataset/palm/ddf82ecf-62f0-4ba1-a13a-121719edb620.jpg,palm,5.0,2.0,1-3,White,female,16.08,,mediapipe_2d
hagrid,8f8e17bc-5e9d-4269-96db-382b690ed89c,datasets/hagrid_dataset/palm/8f8e17bc-5e9d-4269-96db-382b690ed89c.jpg,palm,8.0,2.0,1-3,White,female,28.14,,mediapipe_2d
hagrid,acebd5d7-8e51-41c9-9be2-9d93f8e10930,datasets/hagrid_dataset/palm/acebd5d7-8e51-41c9-9be2-9d93f8e10930.jpg,palm,6.0,2.0,1-3,White,male,21.75,,mediapipe_2d
hagrid,d92a7b73-566e-4e22-ab21-8e40fd9bbe5e,datasets/hagrid_dataset/palm/d92a7b73-566e-4e22-ab21-8e40fd9bbe5e.jpg,palm,8.0,2.0,1-3,White,female,13.3,,mediapipe_2d
hagrid,abc737af-2fc6-4282-8b7d-27020ba37674,datasets/hagrid_dataset/palm/abc737af-2fc6-4282-8b7d-27020ba37674.jpg,palm,5.0,2.0,1-3,White,male,20.58,,mediapipe_2d
hagrid,bc2b446c-697a-4b5b-ae0f-26207c43206c,datasets/hagrid_dataset/fist/bc2b446c-697a-4b5b-ae0f-26207c43206c.jpg,fist,8.0,5.0,4-6,Indian,male,55.45,,mediapipe_2d
hagrid,3bb16ce3-9930-4ede-92c8-9a540fca2548,datasets/hagrid_dataset/fist/3bb16ce3-9930-4ede-92c8-9a540fca2548.jpg,fist,5.0,2.0,1-3,White,female,19.2,,mediapipe_2d
hagrid,d356b21c-855b-41d4-80e5-b80624d07c1c,datasets/hagrid_dataset/fist/d356b21c-855b-41d4-80e5-b80624d07c1c.jpg,fist,8.0,2.0,1-3,White,female,25.97,,mediapipe_2d
hagrid,b6fd7fc0-b10a-426c-914c-63187a97ba96,datasets/hagrid_dataset/fist/b6fd7fc0-b10a-426c-914c-63187a97ba96.jpg,fist,5.0,2.0,1-3,White,female,36.73,,mediapipe_2d
hagrid,432c2e0b-5fa2-4d0d-9ec1-fdaf39478fb7,datasets/hagrid_dataset/fist/432c2e0b-5fa2-4d0d-9ec1-fdaf39478fb7.jpg,fist,6.0,2.0,1-3,White,female,27.55,,mediapipe_2d
hagrid,2c59424a-7d38-439f-a065-8ff1308cfd92,datasets/hagrid_dataset/fist/2c59424a-7d38-439f-a065-8ff1308cfd92.jpg,fist,8.0,2.0,1-3,White,female,33.6,,mediapipe_2d
hagrid,ea616e4c-1c36-4260-b617-9b00fd89e474,datasets/hagrid_dataset/fist/ea616e4c-1c36-4260-b617-9b00fd89e474.jpg,fist,7.0,2.0,1-3,White,female,20.19,,mediapipe_2d
hagrid,633f26c2-9e01-4247-b82b-177f9d922b70,datasets/hagrid_dataset/fist/633f26c2-9e01-4247-b82b-177f9d922b70.jpg,fist,4.0,2.0,1-3,White,male,23.21,,mediapipe_2d
hagrid,d2059bb8-26fe-42a4-abde-dce1c703c2b1,datasets/hagrid_dataset/fist/d2059bb8-26fe-42a4-abde-dce1c703c2b1.jpg,fist,8.0,4.0,2-5,Asian,female,17.36,,mediapipe_2d
hagrid,e9976ae2-0ed2-41e2-8a8e-e99a3be18849,datasets/hagrid_dataset/fist/e9976ae2-0ed2-41e2-8a8e-e99a3be18849.jpg,fist,5.0,2.0,1-3,White,female,44.88,,mediapipe_2d
hagrid,beaee1b9-f9fc-4bf6-8536-fa23c545226d,datasets/hagrid_dataset/fist/beaee1b9-f9fc-4bf6-8536-fa23c545226d.jpg,fist,6.0,2.0,1-3,White,female,18.01,,mediapipe_2d
hagrid,396ec343-7cb6-42d0-9a1e-da7573aed83d,datasets/hagrid_dataset/fist/396ec343-7cb6-42d0-9a1e-da7573aed83d.jpg,fist,5.0,2.0,1-3,White,female,41.79,,mediapipe_2d
hagrid,c1e97ccf-bf43-46c2-8cdd-bda995cfab62,datasets/hagrid_dataset/fist/c1e97ccf-bf43-46c2-8cdd-bda995cfab62.jpg,fist,5.0,2.0,1-3,White,female,18.62,,mediapipe_2d
hagrid,eaa7470f-2e7e-4a95-92cd-e9956cacb269,datasets/hagrid_dataset/fist/eaa7470f-2e7e-4a95-92cd-e9956cacb269.jpg,fist,4.0,8.0,7-10,Black,female,23.38,,mediapipe_2d
hagrid,7284562a-1d99-4e83-be6b-987651f8dd9d,datasets/hagrid_dataset/fist/7284562a-1d99-4e83-be6b-987651f8dd9d.jpg,fist,7.0,4.0,2-5,Asian,female,27.06,,mediapipe_2d
hagrid,51edcf69-59e5-434f-a9ea-3d675bff6223,datasets/hagrid_dataset/fist/51edcf69-59e5-434f-a9ea-3d675bff6223.jpg,fist,9.0,8.0,7-10,Black,male,36.27,,mediapipe_2d
hagrid,163dc3fc-25d2-4b70-825d-a27e19281fb3,datasets/hagrid_dataset/fist/163dc3fc-25d2-4b70-825d-a27e19281fb3.jpg,fist,7.0,5.0,4-6,Indian,male,27.39,,mediapipe_2d
hagrid,582f0d95-f1c5-4eac-84de-dbc5fd67aaf4,datasets/hagrid_dataset/fist/582f0d95-f1c5-4eac-84de-dbc5fd67aaf4.jpg,fist,4.0,8.0,7-10,Black,female,42.91,,mediapipe_2d
hagrid,1ba7fdbd-851b-491d-b7f9-e3fb8ee10096,datasets/hagrid_dataset/fist/1ba7fdbd-851b-491d-b7f9-e3fb8ee10096.jpg,fist,6.0,2.0,1-3,White,male,22.92,,mediapipe_2d
hagrid,81873566-cf91-4b10-bdb9-5b909f0de2af,datasets/hagrid_dataset/fist/81873566-cf91-4b10-bdb9-5b909f0de2af.jpg,fist,6.0,2.0,1-3,White,female,15.48,,mediapipe_2d
hagrid,6727d26b-a5ec-426e-8ee2-63b92e98cbaf,datasets/hagrid_dataset/fist/6727d26b-a5ec-426e-8ee2-63b92e98cbaf.jpg,fist,6.0,2.0,1-3,White,male,30.9,,mediapipe_2d
hagrid,afc4adf3-8032-4c8c-b17b-3eecbc746669,datasets/hagrid_dataset/fist/afc4adf3-8032-4c8c-b17b-3eecbc746669.jpg,fist,6.0,2.0,1-3,White,female,24.76,,mediapipe_2d
hagrid,c9aeda2f-31d5-4890-a153-e41a52582a21,datasets/hagrid_dataset/fist/c9aeda2f-31d5-4890-a153-e41a52582a21.jpg,fist,6.0,2.0,1-3,White,female,19.31,,mediapipe_2d
