gesture,image_id,leading_hand,has_local_image,image_path
palm,c1cabed1-32e0-4bf9-8b06-310209f2a686,left,False,
palm,890bf360-ebc8-49e4-9b41-a76c378577bf,left,False,
palm,9fd2391f-5db8-43ec-bcac-624b8878475c,left,False,
palm,bf7cc075-8a76-418c-9a1d-3d670c9f65cc,left,False,
palm,e573ce6d-628b-4846-b91d-97c8ad6532fc,left,False,
palm,b173b542-f9a7-4571-9530-5853887a4622,left,False,
palm,2dd44406-0e38-42d8-968e-429e7c920d61,left,False,
palm,e0651aa1-00dc-427e-9044-e0902445b343,left,False,
palm,eaf9a891-3e27-4b56-a318-497f7f508631,left,False,
palm,1b551d3f-14e9-43bc-9033-bc1538f6fc0d,left,False,
palm,37c8debf-d5b9-41eb-8db2-5e09ff095867,left,False,
palm,ef8a88ad-8886-4e74-8525-10c43a416608,left,False,
palm,3b7fa24f-e381-4ed0-85af-1db62b875a6b,left,False,
palm,5d50b6c1-78ea-4184-af70-8d6b18f3ca31,left,False,
palm,dfada287-f4ef-4113-812e-1d5e5d7f427e,left,False,
palm,1d360b6c-c5bb-4869-997c-62cbc1ee9a07,left,False,
palm,bddfbcd8-aa6f-409c-b36d-9473b32e5292,left,False,
palm,c4f3c988-9816-4289-9d25-a3c1049a7149,left,False,
palm,2a987396-e744-4273-8a3c-801a1ee7c150,left,False,
palm,7f4d41aa-c953-4975-a366-ff3d120ab2b9,left,False,
palm,69fea1a5-72b4-4759-b60e-028478921d61,left,False,
palm,346445dc-acec-44b9-9641-17f35dc3e84f,left,False,
palm,7618e452-4632-42d0-a68b-bdfb3cc45ad4,left,False,
palm,67f1ecce-7384-427a-b31f-2d741e45008c,left,False,
palm,9886c1b3-837b-43f9-9d4a-b5aaad3b6edc,left,False,
palm,6954dabe-896b-4a57-b802-43c5ba374940,left,False,
palm,2f1ad824-5ff7-4f6e-bc52-57b6ccc6f0d8,left,False,
palm,34a202da-40a0-4dfb-a0f7-3b2b8687af46,left,False,
palm,266be94b-14e0-46b2-92ef-a202a1eaf8b4,left,False,
palm,b9cf0dd1-8293-4cce-8c38-55a6682c3993,left,False,
palm,27cc5b42-0379-4a01-b6b4-9959e6c704f5,left,False,
palm,ee6b2d43-02d5-443c-b41d-2b50b0e70ccc,left,False,
palm,bd5ce0be-86e9-40ec-8ac6-847a1c9dbb5b,left,False,
palm,cb1d6d3e-9049-4673-a852-18987826e7c7,left,False,
palm,364a2478-23b6-40c3-b4e8-938d82f54089,left,False,
palm,8bb40c14-2caa-43d1-974c-eed874c47eb4,left,False,
palm,95478d7e-4e96-450b-a750-a9a09bf00e09,left,False,
palm,567bf0d3-b648-4061-9bf2-7e1e9304c4cc,left,False,
palm,1a25c52a-b554-4470-9cfa-cb67f34b9080,left,False,
palm,02618d3f-150a-481f-b83e-3847aad2e96e,left,False,
palm,5e339c08-8173-4b5b-8c02-a6b3d778bc45,left,False,
palm,80565630-83b3-4983-b2da-8be1a64768e2,left,False,
palm,29da3f54-55da-4a85-8476-1ce359314269,left,False,
palm,b5e0a98d-a216-4c3c-bdfd-048bd99c01c5,left,False,
palm,95c23a30-618b-4813-9948-fad19117c45c,left,False,
palm,5d8efc50-9f67-41a3-9670-8866e5bc298e,left,False,
palm,ee5f2372-b409-40bf-84b7-4bd26795118b,left,False,
palm,709e4e93-a2c0-4b14-8606-1586119fa4a6,left,False,
palm,cdc95944-514c-4471-848f-b8f770e1f434,left,False,
palm,7e2417c5-617d-4570-b1ef-69a80adfb236,left,False,
palm,cba01544-7e8c-4459-a6c0-1ecb4b62347f,left,False,
palm,81e85db3-6ead-40e9-9e71-5946b7d2ace1,left,False,
palm,65ba1346-49c3-4828-8b74-3e8230d9c3b4,left,False,
palm,dc79f20f-af47-4279-bf63-9631486b6a06,left,False,
palm,c0f25285-ebf9-4b42-b310-6e215540ef61,left,False,
palm,22a9dcf7-fcef-4063-b7b9-faf634c358e4,left,False,
palm,7f42124c-aedb-40fd-ab4c-528963510d68,left,False,
palm,87ce3eb0-c92a-4c42-b7df-ae5336dc5706,left,False,
palm,82a88e2f-66f4-4678-87d3-8d309ec0d929,left,False,
palm,284cb8d4-2d3b-4ad4-af06-16ff0b874613,left,False,
palm,085514b0-70d7-43fa-9b04-fbb60cd7ba0e,left,False,
palm,fab9e0e5-45c2-43fa-953c-b18fdc5b7b17,left,False,
palm,404fa0eb-e1aa-4bd1-99a9-cdf1d45f86e1,left,False,
palm,a150d0ad-98a4-49bf-8f45-1a48e5041c6d,left,False,
palm,de97bb46-c490-4d84-ba46-ddd2ac857da3,left,False,
palm,bfc4d469-6466-459d-93eb-d4e916c2a7ca,left,False,
palm,354ace57-498a-4926-9ca1-0824b6d14ccc,left,False,
palm,3fd381c2-f99e-4e1b-9548-8bfad39241f9,left,False,
palm,270092d9-fb99-498d-861a-7d8c4d990ff0,left,False,
palm,3603f008-bc85-4e28-aa8e-1ac9975d1821,left,False,
palm,69e3bcf8-79d7-40e1-b232-b691cc3ac397,left,False,
palm,c5101c6d-eeeb-47a1-9589-359c22598d5b,left,False,
palm,c28f58f2-22e9-47ca-86ea-b63a6cc2f609,left,False,
palm,feafdfe8-bec2-428f-87e2-4f540b4eaa55,left,False,
palm,76ff0aee-ffa9-4c33-9d2f-f6c32734ed84,left,False,
palm,c50dab39-f83a-44dd-a2ae-4241b3fa86eb,left,False,
palm,9522f94d-a8b5-4094-a64a-d32ef14d2da2,left,False,
palm,291e218c-67fd-4b5e-aff1-8dfced4f460e,left,False,
palm,02236856-4f52-4219-8237-1d621963207f,left,False,
palm,b5ea3019-0bf1-4ad1-87c1-ed028725445f,left,False,
palm,8da02c48-79c5-473f-ad7b-d3dc5a4cb39b,left,False,
palm,bc61a270-efab-4566-b386-d10d786efa65,left,False,
palm,62dadeef-9663-42ac-8f29-b137a0421861,left,False,
palm,4baf28e0-6aa5-4b37-9365-20009b563384,left,False,
palm,f003efb1-8c76-4023-9a26-64d8acf27dbc,left,False,
palm,8f361ff7-2b49-4b25-8705-ecb2670a0431,left,False,
palm,d1769479-95a3-4430-8c92-eaa71ec5df89,left,False,
palm,08557cf7-26ad-4553-9139-cd50a2b4ec15,left,False,
palm,e4b7cbf9-b869-41a1-9c04-b39cd64bca7c,left,False,
palm,8ded4565-c8cd-4bc5-8d6e-639afda17d32,left,False,
palm,22998edd-87c0-47e6-a7fd-2e11104e133a,left,False,
palm,53e1386d-79f4-45ed-b44a-21a8da6926ba,left,False,
palm,6f41358a-bfec-42b8-ac9b-61a3c1649225,left,False,
palm,3384c681-1fdd-4654-a6ce-8fe404220a5a,left,False,
palm,0b1a5fbc-e648-4d86-b778-c55491d5b148,left,False,
palm,97cc62cf-71cf-448d-a3f3-0cdcab4c90eb,left,False,
palm,9ec5b53e-023e-4f5e-98af-2fb76f3ab2de,left,False,
palm,93d1d0c7-4dc2-48ec-9499-cc7825492c8b,left,False,
palm,054d8515-ddf3-4fc9-b7ab-cf6d18ab1da3,left,False,
palm,e2f6543f-dcb6-4ddd-8225-8e4a1e8e0bc8,left,False,
palm,a9a6cbc3-3834-4c22-8d60-d1f9285e3f0d,left,False,
palm,29fbbf9e-ef0f-47ca-b08c-606dd36811ad,left,False,
palm,c07e92bd-9c7d-496c-8657-444e3d46173e,left,False,
palm,30f66758-a20d-4643-a0aa-7d36741fbc19,left,False,
palm,b8b9d827-c0ce-4031-acf9-3e15f77e1422,left,False,
palm,57429ad7-3e46-464b-91cc-b20a1e3d6c51,left,False,
palm,760da942-587e-4853-9d23-f9444b8f23dd,left,False,
palm,520ca010-9513-46d8-8c94-2c4894ab6e26,left,False,
palm,2ae4f677-5083-4e29-8ea1-c1f3139c7eff,left,False,
palm,653fe657-30fd-4b28-ac79-d6a1f30f1751,left,False,
palm,bd992fe3-b333-4518-b5eb-bbf1046ceaad,left,False,
palm,7451a7ce-dd60-4712-a307-feed0e861ad2,left,False,
palm,f51eb296-266c-4c20-816b-f93e3ff8befe,left,False,
palm,87573471-4f2d-4fc0-b263-7e0131d76f10,left,False,
palm,ab8f68ca-2e6b-4ae1-a667-dc07bd012773,left,False,
palm,1b67068b-5580-4ca2-a86a-25da4c92ae5b,left,False,
palm,3b3e85d5-82b8-461d-b82b-fb286f0f9536,left,False,
palm,e9b3aa37-4399-4de8-8a31-b8b4f5e803c9,left,False,
palm,f4b30738-5320-462e-852a-22967c778f5c,left,False,
palm,d9842613-ec52-45e5-b42a-9a387352b13f,left,False,
palm,a40f5875-5440-42ed-8c1e-04d7a5109503,left,False,
palm,7ada2f2a-baa6-43d3-a38a-74a94466fa78,left,False,
palm,696a01d2-bb05-4ed3-a18c-53df49fdf779,left,False,
palm,086590d7-e8af-4074-b189-1666e51d36f5,left,False,
palm,e6d63203-1a56-46f4-b3b1-1823384dbf08,left,False,
palm,213e04c6-0ca0-4c90-a1ea-39627bbdb078,left,False,
palm,95beb040-3a72-4dad-9cb9-5a8c2e0b9b0d,left,False,
palm,54ca17ea-8776-4174-8660-5a47e11138cf,left,False,
palm,063b4602-ce04-4670-8d7a-e931a5daf677,left,False,
palm,8091ed49-6249-4392-a925-2a89cca06633,left,False,
palm,4d423203-4493-4716-a37f-bbc58dfe5d19,left,False,
palm,8bfafd87-d5dd-4204-bb74-4f124269f9cd,left,False,
palm,36d8cc14-b3ec-4246-aced-5cd45bcd23ac,left,False,
palm,1639987d-39f8-496a-b828-6b1c4d48dfa7,left,False,
palm,00909636-0133-4cf5-96c2-6a9d3c02b7d1,left,False,
palm,52b25ec8-a622-4426-815d-a5be6c0e063c,left,False,
palm,46acdcb5-fbe8-44b7-9c69-25d49aededfd,left,False,
palm,6bee5e22-b792-435e-ab89-b932c7a917d8,left,False,
palm,edbcdd91-00c5-4485-ac5a-c4f80c36809f,left,False,
palm,d659faa3-bd17-4cc9-b762-64d4fbbda279,left,False,
palm,81ee790c-dfca-4379-94ca-0970053ebf43,left,False,
palm,f661949c-8cce-4e40-8d95-bda21dbbf1d5,left,False,
palm,840825d6-c945-4574-83e2-eb0184e3906f,left,False,
palm,54acb5e8-3377-49c0-820b-c3db0e3e7642,left,False,
palm,ccb63ba1-7ffd-4ac4-ba57-54a128a3665b,left,False,
palm,96ccac4e-c714-48c3-9d07-138bb35c015c,left,False,
palm,4d758a59-4237-442e-97e7-4d9be70290ad,left,False,
palm,4b06f62a-a769-4a90-9368-00ecf292d2f9,left,False,
palm,16381a16-2bad-4fec-9582-c02de6b4f50a,left,False,
palm,a54632bc-5552-4028-b4dc-653592cbe9fa,left,False,
palm,84f4bc10-5664-4d0b-a32b-717e3c018fd6,left,False,
palm,595c21a0-a9d6-40cc-a411-1019f7f2c23b,left,False,
palm,4c98d72f-edd8-41c1-b015-d22d2ab36987,left,False,
palm,f73d8f4c-d384-4fb9-bded-b9b0dbcdda5e,left,False,
palm,ee6b4755-4dbb-4cfb-a4ac-0c348c93bb5a,left,False,
palm,85ef4b72-d5e4-4232-af24-388f0fb2c45e,left,False,
palm,61aa9e09-364d-487e-b532-06826712a93d,left,False,
palm,1d524673-2600-4f67-bb56-4a7dad706eb2,left,False,
palm,51ee0810-d810-4219-abd8-de8fb585b1e6,left,False,
palm,ad140ec8-9076-4d44-9d2e-505537282ac5,left,False,
palm,d6483056-f0d8-44d8-9459-8296d3ea0ac7,left,False,
palm,36595244-bd66-40bd-abaf-57994ecf6d98,left,False,
palm,102ab54f-1e38-4b07-a6ad-6bb5408de86a,left,False,
palm,d1d7fc82-ba02-453a-ba6e-fb8a9d308084,left,False,
palm,0c2325bb-a5d6-47d9-8048-4bbb228dcdc8,left,False,
palm,7c7a953d-c758-48be-a48d-ed685b62d1b0,left,False,
palm,ebb58281-c6ff-47e4-b6c3-44bff8401bbe,left,False,
palm,2cdde2e2-58d2-4e29-8416-0e15cf4ca9f9,left,False,
palm,5bed9de1-9c58-48dd-98a0-47bfb872865c,left,False,
palm,4741b09c-fe7c-4710-8650-3a78bf03d1dc,left,False,
palm,7245528e-1ef9-4d9c-99c2-624e429c28e0,left,False,
palm,faa515b2-8218-4671-b966-d7a1215d348d,left,False,
palm,b9dce56f-64c8-4052-a6d5-088bab43491a,left,False,
palm,436a4f31-e32e-4393-b92f-ee329eec37c9,left,False,
palm,286bcc3d-b746-473a-9d8e-3a7f4907498b,left,False,
palm,0966c476-e547-4ada-b343-e86aa14c29d7,left,False,
palm,4860618c-e0df-4815-ac58-89acf652107b,left,False,
palm,2255ac7c-3bf2-4561-869c-e6ade2093c31,left,False,
palm,6d555d57-989a-481d-9f97-04d673480e66,left,False,
palm,3589c847-0ee1-4b8f-9873-1a481b926f7e,left,False,
palm,7047249d-6aa3-46e7-a278-b075aa4d8c2b,left,False,
palm,cf531f3b-2917-47f0-a4ad-049546eb94e6,left,False,
palm,ca6deb19-3c14-4d94-b59a-902302f6e752,left,False,
palm,10549395-27c9-4d03-bb41-4e2ac98dadf9,left,False,
palm,52e94e6a-9f2a-4652-bdb7-bb400ca469f8,left,False,
palm,b3709e95-1207-4945-a468-e4941abe4bb3,left,False,
palm,be0a6304-c24e-4d5f-82ce-1f5201c07a03,left,False,
palm,ab9f5604-b602-47cc-b232-3341688bd1a7,left,False,
palm,4e7ce497-4091-4f80-aa84-b8d1d9ab8d0d,left,False,
palm,657a5361-ca90-4da5-a38e-a9d7fc226a5a,left,False,
palm,4f456592-9ae6-4a7f-8c08-451c13c830b8,left,False,
palm,734f1e52-9e30-4051-8052-cfcfa42adef2,left,False,
palm,8373d2e8-b910-4495-8f98-2ee10bfe2c25,left,False,
palm,be1e9a36-8f37-4004-9c07-596e035144d0,left,False,
palm,85f4dc97-b631-43cf-8d9f-8fc3cc84c449,left,False,
palm,cbb585a1-4ea0-41c0-8a60-04481a98d17b,left,False,
palm,2cb01b09-1b4f-4c91-ba56-604eb760ce1a,left,False,
palm,d71a91e2-85b2-4d58-b27a-54575699be9a,left,False,
palm,77799b16-f106-41b8-b45a-faec9088b3f4,left,False,
palm,cd2ff5d1-c246-4f86-9a8f-0ded6fcbfd34,left,False,
palm,75aa1e02-7c98-4797-a225-f079a1c2efb2,left,False,
palm,0558475d-60fa-4fe4-8d93-595b84e11ab0,left,False,
palm,15175bcf-e94f-4164-a04b-28fff020fdaa,left,False,
palm,aba7b18e-bbe4-4834-b12f-6303996f8876,left,False,
palm,fef796c8-0c79-46cf-a0c6-cf8e22ce99d1,left,False,
palm,6062d8bc-64a5-4c07-8012-c9071fa85441,left,False,
palm,4827777a-428f-4e50-ab5c-43dc466d602e,left,False,
palm,3226b405-9149-4594-940b-b5410c14c766,left,False,
palm,5e1756a1-4116-4a20-9ff2-7cd7649545e7,left,False,
palm,1d440464-b832-4b08-9ee4-a8ab9abc9a4e,left,False,
palm,fe6ae283-bff5-442a-b987-d0c3a67a87c2,left,False,
palm,2d4bc589-271d-4875-b6a2-c184e3f12727,left,False,
palm,fe60b57a-6e81-46ab-8b9e-b5577f7905f9,left,False,
palm,a1acc367-c7fa-402d-a906-cdd7f7579bb5,left,False,
palm,ee9ce66d-c1ed-4cd7-88df-9b47584e92bd,left,False,
palm,0c9a1787-aff0-470a-a7c7-8b3acc12ccbe,left,False,
palm,77270a06-969e-4eac-a93a-6173af703f89,left,False,
palm,d9d1ad0a-5a6c-4745-8fc9-963f1de872f0,left,False,
palm,f761ad3a-7417-4b66-8d82-c9be1111ee44,left,False,
palm,525616cd-7cee-4e92-885d-450d6e26eb68,left,False,
palm,b10c29d6-35e4-4517-9e62-a479ded239d5,left,False,
palm,7176622b-e6d5-4ca2-aee6-afa9ebc74713,left,False,
palm,c3925410-d52a-4d66-b369-4b90a73254c6,left,False,
palm,347295a6-4d04-4396-b15d-62b975ae1cef,left,False,
palm,f0164f5a-6c0e-4c1f-a732-2276160b1ccb,left,False,
palm,ee8ea4c7-4319-4be3-9a47-ddf6e6a8c108,left,False,
palm,2b8b070b-64b7-4e65-80a0-eac297ccb75b,left,False,
palm,eb295cc4-4436-497b-93ae-7ac2dfb4feee,left,False,
palm,5585952c-0e3f-4227-a9de-91a8947bcb74,left,False,
palm,d393110f-e8bd-4f7c-80a4-98bce968fa95,left,False,
palm,6e318673-eb4b-47c9-87a9-377a3dde1104,left,False,
palm,1e4291c8-08ff-49aa-b6a5-1958d782fa00,left,False,
palm,c2add78f-c94b-42c2-8450-32b1cea4741d,left,False,
palm,880e79e5-06f0-45f0-b915-92bfb166f1b0,left,False,
palm,2feb97d0-a7ff-4d09-ad34-3c053cad7d4a,left,False,
palm,9df3ae1e-481c-4957-bb83-44ccddf4cc86,left,False,
palm,38fe7e25-81bc-4940-a61f-c4bc5dd30d63,left,False,
palm,d98c0391-7e19-4c36-878f-ced3ad90c6c6,left,False,
palm,209e66ca-cd3c-4039-9276-5ca0256f32d6,left,False,
palm,1b102073-b80d-4669-8f38-658b50957a53,left,False,
palm,c62b9348-5170-44d8-9a22-0b04d4819846,left,False,
palm,f3dadee8-d171-4793-ac43-1422da67d7b5,left,False,
palm,3cb706e9-38eb-4cf3-8992-6fb75bf59977,left,False,
palm,94d8db85-95bd-402e-959c-3afeb3a04e4f,left,False,
palm,32d08db5-157c-4626-96b0-631064e1e6eb,left,False,
palm,b118489c-e5eb-45f9-b1ef-8333cc1345db,left,False,
palm,f4b87a0e-985d-43fe-9002-e8bf55531de8,left,False,
palm,6917987a-be33-410a-a48d-dd26c0f35ee4,left,False,
palm,5a4d7224-d228-4a6f-a170-bc4b2083dabe,left,False,
palm,6d3619e9-3709-4288-90f1-e935c137376b,left,False,
palm,5e7bca6f-31e8-417d-ab35-12dfb0a69244,left,False,
palm,1068708b-cc06-40a0-aad2-0ab9d6b2e803,left,False,
palm,e176d304-fb6d-45ff-9734-f3a17d553612,left,False,
palm,8e310fc1-e8dd-43b7-b708-81beab2e7e97,left,False,
palm,e3cb510f-b1f9-401e-b5aa-f904245f68d6,left,False,
palm,391d7b43-4c5e-4901-bac2-25fa1ecd904a,left,False,
palm,96860dec-b5c4-45be-a346-96adb59f64a1,left,False,
palm,126d3b3f-a3dd-40a8-a210-81f0bd8122ad,left,False,
