source,sample_id,image_path,gesture,mst_score,mst_proxy_from_race,mst_proxy_range,race,gender,age,leading_hand,num_bboxes,num_hands_detected,hand_scale,landmark_source
freihand,30349,datasets/FreiHAND_pub_v2/training/rgb/00030349.jpg,,7,,,,,,,,,0.0341046994527012,freihand_3d_projected
freihand,18462,datasets/FreiHAND_pub_v2/training/rgb/00018462.jpg,,5,,,,,,,,,0.0299590653013671,freihand_3d_projected
freihand,2437,datasets/FreiHAND_pub_v2/training/rgb/00002437.jpg,,8,,,,,,,,,0.0300899297803107,freihand_3d_projected
freihand,6028,datasets/FreiHAND_pub_v2/training/rgb/00006028.jpg,,8,,,,,,,,,0.0273520958322241,freihand_3d_projected
freihand,7836,datasets/FreiHAND_pub_v2/training/rgb/00007836.jpg,,7,,,,,,,,,0.0317667246478185,freihand_3d_projected
freihand,8606,datasets/FreiHAND_pub_v2/training/rgb/00008606.jpg,,7,,,,,,,,,0.0287960073937095,freihand_3d_projected
freihand,16323,datasets/FreiHAND_pub_v2/training/rgb/00016323.jpg,,5,,,,,,,,,0.0324383089334559,freihand_3d_projected
freihand,15187,datasets/FreiHAND_pub_v2/training/rgb/00015187.jpg,,7,,,,,,,,,0.0248247282540443,freihand_3d_projected
freihand,10478,datasets/FreiHAND_pub_v2/training/rgb/00010478.jpg,,7,,,,,,,,,0.0293708414268499,freihand_3d_projected
freihand,13918,datasets/FreiHAND_pub_v2/training/rgb/00013918.jpg,,6,,,,,,,,,0.0233768593541843,freihand_3d_projected
freihand,26623,datasets/FreiHAND_pub_v2/training/rgb/00026623.jpg,,7,,,,,,,,,0.0326021111315444,freihand_3d_projected
freihand,28532,datasets/FreiHAND_pub_v2/training/rgb/00028532.jpg,,7,,,,,,,,,0.0334313181198869,freihand_3d_projected
freihand,31269,datasets/FreiHAND_pub_v2/training/rgb/00031269.jpg,,7,,,,,,,,,0.0326398748911371,freihand_3d_projected
freihand,56,datasets/FreiHAND_pub_v2/training/rgb/00000056.jpg,,7,,,,,,,,,0.0298830262497895,freihand_3d_projected
freihand,24997,datasets/FreiHAND_pub_v2/training/rgb/00024997.jpg,,8,,,,,,,,,0.0262253936395974,freihand_3d_projected
freihand,6949,datasets/FreiHAND_pub_v2/training/rgb/00006949.jpg,,7,,,,,,,,,0.0257574139852574,freihand_3d_projected
freihand,2531,datasets/FreiHAND_pub_v2/training/rgb/00002531.jpg,,8,,,,,,,,,0.0295994709034842,freihand_3d_projected
freihand,7999,datasets/FreiHAND_pub_v2/training/rgb/00007999.jpg,,6,,,,,,,,,0.0272616377011517,freihand_3d_projected
freihand,28429,datasets/FreiHAND_pub_v2/training/rgb/00028429.jpg,,8,,,,,,,,,0.0305379371755107,freihand_3d_projected
freihand,3053,datasets/FreiHAND_pub_v2/training/rgb/00003053.jpg,,5,,,,,,,,,0.0286145684956804,freihand_3d_projected
freihand,8254,datasets/FreiHAND_pub_v2/training/rgb/00008254.jpg,,6,,,,,,,,,0.0207163127967809,freihand_3d_projected
freihand,30063,datasets/FreiHAND_pub_v2/training/rgb/00030063.jpg,,7,,,,,,,,,0.0215510799197804,freihand_3d_projected
freihand,18080,datasets/FreiHAND_pub_v2/training/rgb/00018080.jpg,,8,,,,,,,,,0.0336262983560514,freihand_3d_projected
freihand,16071,datasets/FreiHAND_pub_v2/training/rgb/00016071.jpg,,8,,,,,,,,,0.0304535014649202,freihand_3d_projected
freihand,2525,datasets/FreiHAND_pub_v2/training/rgb/00002525.jpg,,4,,,,,,,,,0.0331669511200003,freihand_3d_projected
freihand,25028,datasets/FreiHAND_pub_v2/training/rgb/00025028.jpg,,7,,,,,,,,,0.0272193955431049,freihand_3d_projected
freihand,5072,datasets/FreiHAND_pub_v2/training/rgb/00005072.jpg,,7,,,,,,,,,0.0333616492161042,freihand_3d_projected
freihand,28216,datasets/FreiHAND_pub_v2/training/rgb/00028216.jpg,,7,,,,,,,,,0.0307841899400623,freihand_3d_projected
freihand,22210,datasets/FreiHAND_pub_v2/training/rgb/00022210.jpg,,8,,,,,,,,,0.0312317043122769,freihand_3d_projected
freihand,9967,datasets/FreiHAND_pub_v2/training/rgb/00009967.jpg,,8,,,,,,,,,0.0305842992228527,freihand_3d_projected
freihand,22262,datasets/FreiHAND_pub_v2/training/rgb/00022262.jpg,,5,,,,,,,,,0.0324314552426181,freihand_3d_projected
freihand,30254,datasets/FreiHAND_pub_v2/training/rgb/00030254.jpg,,5,,,,,,,,,0.0246995382471187,freihand_3d_projected
freihand,12939,datasets/FreiHAND_pub_v2/training/rgb/00012939.jpg,,8,,,,,,,,,0.0331007300459652,freihand_3d_projected
freihand,11450,datasets/FreiHAND_pub_v2/training/rgb/00011450.jpg,,5,,,,,,,,,0.0319025614632654,freihand_3d_projected
freihand,7844,datasets/FreiHAND_pub_v2/training/rgb/00007844.jpg,,7,,,,,,,,,0.019422777051145,freihand_3d_projected
freihand,8954,datasets/FreiHAND_pub_v2/training/rgb/00008954.jpg,,5,,,,,,,,,0.0283806798454706,freihand_3d_projected
freihand,4811,datasets/FreiHAND_pub_v2/training/rgb/00004811.jpg,,5,,,,,,,,,0.0292760054152124,freihand_3d_projected
freihand,27821,datasets/FreiHAND_pub_v2/training/rgb/00027821.jpg,,6,,,,,,,,,0.0280727056619116,freihand_3d_projected
freihand,9179,datasets/FreiHAND_pub_v2/training/rgb/00009179.jpg,,6,,,,,,,,,0.029337017168244,freihand_3d_projected
freihand,3460,datasets/FreiHAND_pub_v2/training/rgb/00003460.jpg,,6,,,,,,,,,0.02846295361107,freihand_3d_projected
freihand,23689,datasets/FreiHAND_pub_v2/training/rgb/00023689.jpg,,5,,,,,,,,,0.0245223781607097,freihand_3d_projected
freihand,3610,datasets/FreiHAND_pub_v2/training/rgb/00003610.jpg,,8,,,,,,,,,0.0325061693550507,freihand_3d_projected
freihand,20005,datasets/FreiHAND_pub_v2/training/rgb/00020005.jpg,,6,,,,,,,,,0.0308390469883453,freihand_3d_projected
freihand,3697,datasets/FreiHAND_pub_v2/training/rgb/00003697.jpg,,7,,,,,,,,,0.0285762824741063,freihand_3d_projected
freihand,1430,datasets/FreiHAND_pub_v2/training/rgb/00001430.jpg,,5,,,,,,,,,0.0283141610263276,freihand_3d_projected
freihand,11138,datasets/FreiHAND_pub_v2/training/rgb/00011138.jpg,,5,,,,,,,,,0.0319250398595875,freihand_3d_projected
freihand,3126,datasets/FreiHAND_pub_v2/training/rgb/00003126.jpg,,7,,,,,,,,,0.0305514883490303,freihand_3d_projected
freihand,28032,datasets/FreiHAND_pub_v2/training/rgb/00028032.jpg,,7,,,,,,,,,0.0300889206353475,freihand_3d_projected
freihand,28285,datasets/FreiHAND_pub_v2/training/rgb/00028285.jpg,,7,,,,,,,,,0.0317527497623488,freihand_3d_projected
freihand,6339,datasets/FreiHAND_pub_v2/training/rgb/00006339.jpg,,6,,,,,,,,,0.0297653789064846,freihand_3d_projected
freihand,30964,datasets/FreiHAND_pub_v2/training/rgb/00030964.jpg,,8,,,,,,,,,0.0329316508503799,freihand_3d_projected
freihand,14279,datasets/FreiHAND_pub_v2/training/rgb/00014279.jpg,,1,,,,,,,,,0.0273297450573908,freihand_3d_projected
freihand,18030,datasets/FreiHAND_pub_v2/training/rgb/00018030.jpg,,7,,,,,,,,,0.0302826501337364,freihand_3d_projected
freihand,17464,datasets/FreiHAND_pub_v2/training/rgb/00017464.jpg,,5,,,,,,,,,0.0338876996860122,freihand_3d_projected
freihand,9528,datasets/FreiHAND_pub_v2/training/rgb/00009528.jpg,,8,,,,,,,,,0.0233012471138519,freihand_3d_projected
freihand,19937,datasets/FreiHAND_pub_v2/training/rgb/00019937.jpg,,6,,,,,,,,,0.0223161716357398,freihand_3d_projected
freihand,5878,datasets/FreiHAND_pub_v2/training/rgb/00005878.jpg,,5,,,,,,,,,0.0223706040292333,freihand_3d_projected
freihand,16988,datasets/FreiHAND_pub_v2/training/rgb/00016988.jpg,,5,,,,,,,,,0.0299382033262231,freihand_3d_projected
freihand,16333,datasets/FreiHAND_pub_v2/training/rgb/00016333.jpg,,9,,,,,,,,,0.0325024414154255,freihand_3d_projected
freihand,23877,datasets/FreiHAND_pub_v2/training/rgb/00023877.jpg,,5,,,,,,,,,0.0334849464799983,freihand_3d_projected
freihand,8879,datasets/FreiHAND_pub_v2/training/rgb/00008879.jpg,,8,,,,,,,,,0.0273127766539645,freihand_3d_projected
freihand,27145,datasets/FreiHAND_pub_v2/training/rgb/00027145.jpg,,5,,,,,,,,,0.0307138884936816,freihand_3d_projected
freihand,9277,datasets/FreiHAND_pub_v2/training/rgb/00009277.jpg,,5,,,,,,,,,0.0224660256649232,freihand_3d_projected
freihand,12349,datasets/FreiHAND_pub_v2/training/rgb/00012349.jpg,,5,,,,,,,,,0.0333419461051209,freihand_3d_projected
freihand,13450,datasets/FreiHAND_pub_v2/training/rgb/00013450.jpg,,8,,,,,,,,,0.0248174805148812,freihand_3d_projected
freihand,30580,datasets/FreiHAND_pub_v2/training/rgb/00030580.jpg,,6,,,,,,,,,0.0273904204890031,freihand_3d_projected
freihand,25020,datasets/FreiHAND_pub_v2/training/rgb/00025020.jpg,,6,,,,,,,,,0.0270371627655592,freihand_3d_projected
freihand,16940,datasets/FreiHAND_pub_v2/training/rgb/00016940.jpg,,6,,,,,,,,,0.0229712455935353,freihand_3d_projected
freihand,14600,datasets/FreiHAND_pub_v2/training/rgb/00014600.jpg,,5,,,,,,,,,0.0269001389674139,freihand_3d_projected
freihand,7562,datasets/FreiHAND_pub_v2/training/rgb/00007562.jpg,,8,,,,,,,,,0.0310627525073296,freihand_3d_projected
freihand,7009,datasets/FreiHAND_pub_v2/training/rgb/00007009.jpg,,7,,,,,,,,,0.0346500340970386,freihand_3d_projected
freihand,23091,datasets/FreiHAND_pub_v2/training/rgb/00023091.jpg,,6,,,,,,,,,0.0270901232440137,freihand_3d_projected
freihand,17722,datasets/FreiHAND_pub_v2/training/rgb/00017722.jpg,,7,,,,,,,,,0.0323881120901589,freihand_3d_projected
freihand,2603,datasets/FreiHAND_pub_v2/training/rgb/00002603.jpg,,7,,,,,,,,,0.0303083601082057,freihand_3d_projected
freihand,13543,datasets/FreiHAND_pub_v2/training/rgb/00013543.jpg,,6,,,,,,,,,0.0299848004664562,freihand_3d_projected
freihand,32064,datasets/FreiHAND_pub_v2/training/rgb/00032064.jpg,,5,,,,,,,,,0.0219130776871572,freihand_3d_projected
freihand,22996,datasets/FreiHAND_pub_v2/training/rgb/00022996.jpg,,6,,,,,,,,,0.0336881923275264,freihand_3d_projected
freihand,1373,datasets/FreiHAND_pub_v2/training/rgb/00001373.jpg,,7,,,,,,,,,0.0237530005541156,freihand_3d_projected
freihand,4487,datasets/FreiHAND_pub_v2/training/rgb/00004487.jpg,,7,,,,,,,,,0.0293017008105003,freihand_3d_projected
freihand,5253,datasets/FreiHAND_pub_v2/training/rgb/00005253.jpg,,8,,,,,,,,,0.0308137787688148,freihand_3d_projected
freihand,3721,datasets/FreiHAND_pub_v2/training/rgb/00003721.jpg,,5,,,,,,,,,0.028714834266091,freihand_3d_projected
freihand,26320,datasets/FreiHAND_pub_v2/training/rgb/00026320.jpg,,8,,,,,,,,,0.0243844045295462,freihand_3d_projected
freihand,16118,datasets/FreiHAND_pub_v2/training/rgb/00016118.jpg,,8,,,,,,,,,0.0266895765470935,freihand_3d_projected
freihand,26794,datasets/FreiHAND_pub_v2/training/rgb/00026794.jpg,,7,,,,,,,,,0.0278193954575559,freihand_3d_projected
freihand,13328,datasets/FreiHAND_pub_v2/training/rgb/00013328.jpg,,6,,,,,,,,,0.0279485340932061,freihand_3d_projected
freihand,4160,datasets/FreiHAND_pub_v2/training/rgb/00004160.jpg,,8,,,,,,,,,0.032540917982076,freihand_3d_projected
freihand,12693,datasets/FreiHAND_pub_v2/training/rgb/00012693.jpg,,5,,,,,,,,,0.0300331144856428,freihand_3d_projected
freihand,21805,datasets/FreiHAND_pub_v2/training/rgb/00021805.jpg,,6,,,,,,,,,0.0335855170261702,freihand_3d_projected
freihand,32388,datasets/FreiHAND_pub_v2/training/rgb/00032388.jpg,,4,,,,,,,,,0.0273830691327514,freihand_3d_projected
freihand,22412,datasets/FreiHAND_pub_v2/training/rgb/00022412.jpg,,8,,,,,,,,,0.0324584969779708,freihand_3d_projected
freihand,11896,datasets/FreiHAND_pub_v2/training/rgb/00011896.jpg,,5,,,,,,,,,0.017523239950121,freihand_3d_projected
freihand,8075,datasets/FreiHAND_pub_v2/training/rgb/00008075.jpg,,6,,,,,,,,,0.0265332470222507,freihand_3d_projected
freihand,13666,datasets/FreiHAND_pub_v2/training/rgb/00013666.jpg,,6,,,,,,,,,0.0203657840647707,freihand_3d_projected
freihand,16360,datasets/FreiHAND_pub_v2/training/rgb/00016360.jpg,,7,,,,,,,,,0.0317877905144298,freihand_3d_projected
freihand,31954,datasets/FreiHAND_pub_v2/training/rgb/00031954.jpg,,6,,,,,,,,,0.0207705302975807,freihand_3d_projected
freihand,10944,datasets/FreiHAND_pub_v2/training/rgb/00010944.jpg,,6,,,,,,,,,0.0231929491380006,freihand_3d_projected
freihand,10667,datasets/FreiHAND_pub_v2/training/rgb/00010667.jpg,,7,,,,,,,,,0.0336850799351,freihand_3d_projected
freihand,28724,datasets/FreiHAND_pub_v2/training/rgb/00028724.jpg,,7,,,,,,,,,0.0327768870812445,freihand_3d_projected
freihand,6454,datasets/FreiHAND_pub_v2/training/rgb/00006454.jpg,,6,,,,,,,,,0.029698245896128,freihand_3d_projected
freihand,26449,datasets/FreiHAND_pub_v2/training/rgb/00026449.jpg,,6,,,,,,,,,0.0309690533130679,freihand_3d_projected
freihand,15902,datasets/FreiHAND_pub_v2/training/rgb/00015902.jpg,,6,,,,,,,,,0.0292777268947972,freihand_3d_projected
freihand,18835,datasets/FreiHAND_pub_v2/training/rgb/00018835.jpg,,8,,,,,,,,,0.0305902728942422,freihand_3d_projected
freihand,296,datasets/FreiHAND_pub_v2/training/rgb/00000296.jpg,,6,,,,,,,,,0.0267495098465876,freihand_3d_projected
freihand,26101,datasets/FreiHAND_pub_v2/training/rgb/00026101.jpg,,7,,,,,,,,,0.0289971450592784,freihand_3d_projected
freihand,29778,datasets/FreiHAND_pub_v2/training/rgb/00029778.jpg,,6,,,,,,,,,0.0230384771394549,freihand_3d_projected
freihand,7639,datasets/FreiHAND_pub_v2/training/rgb/00007639.jpg,,6,,,,,,,,,0.0256352290749689,freihand_3d_projected
freihand,20986,datasets/FreiHAND_pub_v2/training/rgb/00020986.jpg,,6,,,,,,,,,0.0264043394208157,freihand_3d_projected
freihand,28327,datasets/FreiHAND_pub_v2/training/rgb/00028327.jpg,,5,,,,,,,,,0.0284389027043657,freihand_3d_projected
freihand,28540,datasets/FreiHAND_pub_v2/training/rgb/00028540.jpg,,6,,,,,,,,,0.0302067261045381,freihand_3d_projected
freihand,9088,datasets/FreiHAND_pub_v2/training/rgb/00009088.jpg,,7,,,,,,,,,0.0328807957622836,freihand_3d_projected
freihand,23374,datasets/FreiHAND_pub_v2/training/rgb/00023374.jpg,,7,,,,,,,,,0.027518604240009,freihand_3d_projected
freihand,28432,datasets/FreiHAND_pub_v2/training/rgb/00028432.jpg,,6,,,,,,,,,0.0279093696825976,freihand_3d_projected
freihand,4414,datasets/FreiHAND_pub_v2/training/rgb/00004414.jpg,,6,,,,,,,,,0.0294034188204052,freihand_3d_projected
freihand,2876,datasets/FreiHAND_pub_v2/training/rgb/00002876.jpg,,8,,,,,,,,,0.0304852399900866,freihand_3d_projected
freihand,1193,datasets/FreiHAND_pub_v2/training/rgb/00001193.jpg,,8,,,,,,,,,0.0285068361315348,freihand_3d_projected
freihand,17880,datasets/FreiHAND_pub_v2/training/rgb/00017880.jpg,,6,,,,,,,,,0.0338201336495698,freihand_3d_projected
freihand,25090,datasets/FreiHAND_pub_v2/training/rgb/00025090.jpg,,5,,,,,,,,,0.0263480668137992,freihand_3d_projected
freihand,8843,datasets/FreiHAND_pub_v2/training/rgb/00008843.jpg,,7,,,,,,,,,0.0357110278225546,freihand_3d_projected
